ID,Age,InfraredScanResults,VisualConditions,Pad,Loading,HealthIndex
1488,15,0.01,Minor Defects,Moderate Defects,25.31,4.7
1489,46,0.95,Serious Defects,Serious Defects,52.29,0.1
1490,16,0.01,Minor Defects,Moderate Defects,21.9,4.5
1491,45,0.91,Serious Defects,Serious Defects,28.2,0.7
1492,16,0.01,Minor Defects,Moderate Defects,20.31,4.3
1493,33,0.21,Significant Defects,Serious Defects,42.99,3
1494,16,0.01,Minor Defects,Moderate Defects,32.88,4.5
1495,20,0.02,Moderate Defects,Moderate Defects,45.08,3.4
1496,45,0.89,Serious Defects,Serious Defects,36.4,0.6
1497,15,0.01,Minor Defects,Moderate Defects,19.24,4.3
1498,30,0.13,Significant Defects,Significant Defects,22.73,2.6
1499,39,0.46,Serious Defects,Serious Defects,42.31,1.2
1500,45,0.91,Serious Defects,Serious Defects,30.8,1
1501,28,0.11,Significant Defects,Significant Defects,18.09,3.6
1502,15,0.01,Minor Defects,Moderate Defects,28.4,4.8
1503,43,0.73,Serious Defects,Serious Defects,38.4,1.2
1504,41,0.56,Serious Defects,Serious Defects,49.92,1.7
1505,15,0.01,Minor Defects,Moderate Defects,37.49,4.3
1506,15,0.01,Minor Defects,Moderate Defects,45.68,4.6
1507,32,0.18,Significant Defects,Significant Defects,22.46,2.1
1508,15,0.01,Minor Defects,Moderate Defects,54.87,4.7
1509,39,0.46,Serious Defects,Serious Defects,42.13,1.7
1510,32,0.18,Significant Defects,Significant Defects,33.42,2.9
1511,21,0.03,Moderate Defects,Moderate Defects,26.83,3.1
1512,39,0.47,Serious Defects,Serious Defects,37.22,1.8
1513,46,0.95,Serious Defects,Serious Defects,39.36,0.1
1514,30,0.13,Significant Defects,Significant Defects,51.06,2.7
1515,44,0.76,Serious Defects,Serious Defects,36.39,1.3
1516,15,0.01,Minor Defects,Moderate Defects,28.67,4.3
1517,43,0.73,Serious Defects,Serious Defects,40.97,1.2
1518,46,0.97,Serious Defects,Serious Defects,40.3,0.6
1519,42,0.66,Serious Defects,Serious Defects,33.34,1.3
1520,38,0.4,Serious Defects,Serious Defects,28.45,1.7
1521,37,0.36,Significant Defects,Serious Defects,49.24,2.7
1522,33,0.22,Significant Defects,Serious Defects,37.91,2.4
1523,16,0.01,Minor Defects,Moderate Defects,36.47,4.9
1524,15,0.01,Minor Defects,Moderate Defects,30.16,4.1
1525,16,0.01,Minor Defects,Moderate Defects,32.87,4.2
1526,15,0.01,Minor Defects,Moderate Defects,48.31,4.8
1527,16,0.01,Minor Defects,Moderate Defects,44.67,4.6
1528,42,0.66,Serious Defects,Serious Defects,34.56,1.8
1529,30,0.14,Significant Defects,Significant Defects,29.61,2.3
1530,24,0.05,Moderate Defects,Significant Defects,22.99,3.4
1531,18,0.01,Moderate Defects,Moderate Defects,46.33,3.5
1532,45,0.9,Serious Defects,Serious Defects,36.29,0.5
1533,32,0.19,Significant Defects,Serious Defects,22.37,2.2
1534,25,0.06,Moderate Defects,Significant Defects,55.13,3.2
1535,46,0.94,Serious Defects,Serious Defects,45.16,0.2
1536,15,0.01,Minor Defects,Moderate Defects,22.09,4.4
1537,40,0.53,Serious Defects,Serious Defects,26.63,1.2
1538,20,0.02,Moderate Defects,Moderate Defects,26.56,3.8
1539,29,0.11,Significant Defects,Significant Defects,26.67,3.8
1540,42,0.61,Serious Defects,Serious Defects,54.13,1.2
1541,19,0.02,Moderate Defects,Moderate Defects,35.87,3.4
1542,45,0.91,Serious Defects,Serious Defects,53.48,1
1543,15,0.01,Minor Defects,Moderate Defects,55.58,4.6
1544,28,0.11,Significant Defects,Significant Defects,54.38,3.8
1545,15,0.01,Moderate Defects,Moderate Defects,19.88,3.5
1546,45,0.86,Serious Defects,Serious Defects,23.8,1.8
1547,15,0.01,Minor Defects,Moderate Defects,33.52,5
1548,46,0.91,Serious Defects,Serious Defects,37.62,0.2
1549,22,0.04,Moderate Defects,Moderate Defects,51.25,3.4
1550,28,0.1,Significant Defects,Significant Defects,30.62,3.1
1551,39,0.45,Serious Defects,Serious Defects,20.18,1.3
1552,20,0.02,Moderate Defects,Moderate Defects,53.39,3.6
1553,43,0.75,Serious Defects,Serious Defects,25.32,1.2
1554,42,0.63,Serious Defects,Serious Defects,35.72,1.1
1555,26,0.07,Significant Defects,Significant Defects,21.64,3.1
1556,22,0.04,Moderate Defects,Significant Defects,32.01,3.4
1557,43,0.72,Serious Defects,Serious Defects,36.11,1.6
1558,45,0.9,Serious Defects,Serious Defects,31.7,0.8
1559,46,0.93,Serious Defects,Serious Defects,49.29,0.1
1560,42,0.62,Serious Defects,Serious Defects,52.13,1.6
1561,30,0.14,Significant Defects,Significant Defects,35.81,2.2
1562,44,0.75,Serious Defects,Serious Defects,34.63,1.1
1563,42,0.66,Serious Defects,Serious Defects,45.5,1.8
1564,29,0.13,Significant Defects,Significant Defects,42.4,2.8
1565,27,0.08,Significant Defects,Significant Defects,42.2,3.4
1566,31,0.16,Significant Defects,Significant Defects,32.89,3
1567,46,0.98,Serious Defects,Serious Defects,50.97,0.8
1568,33,0.21,Significant Defects,Serious Defects,22.22,2.3
1569,20,0.02,Moderate Defects,Moderate Defects,54.68,3.7
1570,20,0.02,Moderate Defects,Moderate Defects,22.49,3.2
1571,44,0.83,Serious Defects,Serious Defects,30.66,1.6
1572,20,0.02,Moderate Defects,Moderate Defects,51.98,3.4
1573,44,0.8,Serious Defects,Serious Defects,52.79,1.1
1574,45,0.89,Serious Defects,Serious Defects,32.56,0.8
1575,39,0.44,Serious Defects,Serious Defects,34.71,2
1576,15,0.01,Minor Defects,Moderate Defects,18.84,4.8
1577,41,0.6,Serious Defects,Serious Defects,43.29,1.2
1578,35,0.29,Significant Defects,Serious Defects,26.41,2.1
1579,15,0.01,Minor Defects,Moderate Defects,29.47,4.3
1580,33,0.22,Significant Defects,Significant Defects,55.72,2.5
1581,31,0.17,Significant Defects,Serious Defects,52.14,2.8
1582,22,0.03,Moderate Defects,Moderate Defects,45.68,3.3
1583,39,0.45,Serious Defects,Serious Defects,52.71,1.8
1584,35,0.29,Significant Defects,Serious Defects,54.58,2.8
1585,16,0.01,Minor Defects,Moderate Defects,42.31,5
1586,16,0.01,Minor Defects,Moderate Defects,45.27,4.4
1587,25,0.06,Moderate Defects,Significant Defects,50.5,3.1
1588,46,0.92,Serious Defects,Serious Defects,51.85,0.1
1589,41,0.58,Serious Defects,Serious Defects,29.04,1.5
1590,41,0.6,Serious Defects,Serious Defects,44.16,1.3
1591,15,0.01,Minor Defects,Moderate Defects,31.41,4.3
1592,17,0.01,Moderate Defects,Moderate Defects,31.21,3.2
1593,16,0.01,Minor Defects,Moderate Defects,51.75,4.6
1594,46,0.92,Serious Defects,Serious Defects,29.45,0.7
1595,39,0.47,Serious Defects,Serious Defects,29.57,1.1
1596,42,0.63,Serious Defects,Serious Defects,47.76,1.6
1597,37,0.36,Significant Defects,Serious Defects,28.32,2.9
1598,46,0.96,Serious Defects,Serious Defects,54.63,0.8
1599,45,0.91,Serious Defects,Serious Defects,34.2,0.3
1600,33,0.21,Significant Defects,Serious Defects,39.39,2.9
1601,15,0.01,Minor Defects,Moderate Defects,42.79,4.5
1602,15,0.01,Minor Defects,Moderate Defects,51.37,4.3
1603,16,0.01,Minor Defects,Moderate Defects,55.99,4.6
1604,45,0.91,Serious Defects,Serious Defects,48.23,0.6
1605,19,0.02,Moderate Defects,Moderate Defects,36.74,3.9
1606,45,0.91,Serious Defects,Serious Defects,34.89,0.2
1607,37,0.36,Serious Defects,Serious Defects,19.47,2.5
1608,24,0.05,Moderate Defects,Significant Defects,21.13,4
1609,46,0.95,Serious Defects,Serious Defects,43.9,0.9
1610,42,0.66,Serious Defects,Serious Defects,20.78,1.7
1611,21,0.03,Moderate Defects,Moderate Defects,28.34,3.7
1612,15,0.01,Minor Defects,Moderate Defects,45.2,4.5
1613,16,0.01,Minor Defects,Moderate Defects,53.46,4.9
1614,40,0.53,Serious Defects,Serious Defects,49.7,2
1615,42,0.64,Serious Defects,Serious Defects,45.12,1.5
1616,26,0.08,Moderate Defects,Significant Defects,48.17,3.8
1617,32,0.18,Significant Defects,Serious Defects,45.34,2.9
1618,37,0.36,Serious Defects,Serious Defects,51.89,2.9
1619,31,0.16,Significant Defects,Serious Defects,53.9,2.3
1620,42,0.61,Serious Defects,Serious Defects,21.82,1.9
1621,45,0.9,Serious Defects,Serious Defects,34.57,0.5
1622,16,0.01,Minor Defects,Moderate Defects,52.1,4.5
1623,35,0.27,Significant Defects,Serious Defects,39.52,2.2
1624,16,0.01,Minor Defects,Moderate Defects,21.56,4.9
1625,46,0.94,Serious Defects,Serious Defects,36.17,0.1
1626,22,0.04,Moderate Defects,Moderate Defects,52.37,3.1
1627,46,0.93,Serious Defects,Serious Defects,53.39,0.7
1628,44,0.8,Serious Defects,Serious Defects,52.57,1.1
1629,15,0.01,Minor Defects,Moderate Defects,34.77,4.5
1630,40,0.52,Serious Defects,Serious Defects,55.6,1.3
1631,39,0.43,Serious Defects,Serious Defects,46.11,1.1
1632,15,0.01,Minor Defects,Moderate Defects,54.58,4.4
1633,25,0.06,Moderate Defects,Significant Defects,23.3,3.3
1634,39,0.45,Serious Defects,Serious Defects,52.27,1.4
1635,45,0.9,Serious Defects,Serious Defects,47.01,0.1
1636,15,0.01,Minor Defects,Moderate Defects,38.82,4.5
1637,35,0.28,Serious Defects,Serious Defects,30.44,3
1638,40,0.53,Serious Defects,Serious Defects,36.4,1.6
1639,45,0.85,Serious Defects,Serious Defects,55.83,1.4
1640,46,0.92,Serious Defects,Serious Defects,39.38,0.8
1641,18,0.01,Moderate Defects,Moderate Defects,49.46,4
1642,39,0.46,Serious Defects,Serious Defects,43.81,1.1
1643,45,0.84,Serious Defects,Serious Defects,30.26,1.1
1644,39,0.46,Serious Defects,Serious Defects,25.24,1.6
1645,37,0.38,Serious Defects,Serious Defects,18.59,2
1646,41,0.57,Serious Defects,Serious Defects,32.35,2
1647,15,0.01,Minor Defects,Moderate Defects,44.47,4.3
1648,15,0.01,Minor Defects,Moderate Defects,24.02,4.3
1649,15,0.01,Minor Defects,Moderate Defects,22.45,4.3
1650,46,0.95,Serious Defects,Serious Defects,51.56,0.9
1651,42,0.62,Serious Defects,Serious Defects,52.68,2
1652,21,0.03,Moderate Defects,Moderate Defects,25.85,3.9
1653,31,0.16,Significant Defects,Significant Defects,21.91,2.9
1654,33,0.21,Significant Defects,Serious Defects,52.15,2.9
1655,29,0.12,Significant Defects,Significant Defects,22.51,3.8
1656,44,0.8,Serious Defects,Serious Defects,51.06,1.8
1657,22,0.04,Moderate Defects,Moderate Defects,38.54,3.4
1658,22,0.03,Moderate Defects,Significant Defects,25.87,3.5
1659,27,0.09,Significant Defects,Significant Defects,36.78,3.5
1660,15,0.01,Minor Defects,Moderate Defects,44.54,4.9
1661,27,0.09,Moderate Defects,Significant Defects,46.41,3.5
1662,46,0.97,Serious Defects,Serious Defects,48.13,0.1
1663,40,0.51,Serious Defects,Serious Defects,41.54,1.1
1664,15,0.01,Minor Defects,Moderate Defects,36.36,4.1
1665,20,0.02,Moderate Defects,Moderate Defects,25.83,3.8
1666,29,0.13,Significant Defects,Significant Defects,37.59,2.6
1667,46,0.94,Serious Defects,Serious Defects,23.06,0.1
1668,15,0.01,Minor Defects,Moderate Defects,24.91,4.4
1669,19,0.02,Moderate Defects,Moderate Defects,48.77,3.2
1670,19,0.02,Moderate Defects,Moderate Defects,54.08,3.1
1671,35,0.27,Significant Defects,Serious Defects,46.61,2.9
1672,16,0.01,Minor Defects,Moderate Defects,34.55,4.4
1673,40,0.51,Serious Defects,Serious Defects,42.4,1.6
1674,29,0.12,Significant Defects,Significant Defects,32.72,4
1675,34,0.26,Significant Defects,Serious Defects,24.58,2.8
1676,33,0.22,Significant Defects,Serious Defects,43.46,2.1
1677,15,0.01,Minor Defects,Moderate Defects,23.97,4.4
1678,33,0.22,Significant Defects,Significant Defects,29.92,2.2
1679,42,0.64,Serious Defects,Serious Defects,19.03,1.7
1680,27,0.09,Significant Defects,Significant Defects,23.72,3.2
1681,16,0.01,Minor Defects,Moderate Defects,44.67,4.6
1682,46,0.96,Serious Defects,Serious Defects,23.28,0.6
1683,44,0.75,Serious Defects,Serious Defects,48.36,1.4
1684,41,0.6,Serious Defects,Serious Defects,52.54,1.1
1685,46,0.95,Serious Defects,Serious Defects,42.72,0.6
1686,46,0.96,Serious Defects,Serious Defects,48.92,0.7
1687,38,0.4,Serious Defects,Serious Defects,26.19,1.2
1688,33,0.21,Significant Defects,Serious Defects,49.25,2.1
1689,20,0.02,Moderate Defects,Moderate Defects,37.43,3.8
1690,28,0.1,Significant Defects,Significant Defects,50.67,3.8
1691,15,0.01,Minor Defects,Moderate Defects,36.12,4.2
1692,45,0.91,Serious Defects,Serious Defects,37.62,0.2
1693,15,0.01,Minor Defects,Moderate Defects,50.1,4.3
1694,46,0.98,Serious Defects,Serious Defects,50.9,0.9
1695,44,0.8,Serious Defects,Serious Defects,27.16,1.9
1696,29,0.13,Significant Defects,Significant Defects,28.88,2.9
1697,15,0.01,Minor Defects,Moderate Defects,38.85,4.6
1698,15,0.01,Minor Defects,Moderate Defects,25.14,4.9
1699,23,0.04,Moderate Defects,Significant Defects,55.45,3.4
1700,25,0.06,Moderate Defects,Significant Defects,39.74,4
1701,39,0.44,Serious Defects,Serious Defects,53.3,1.8
1702,23,0.04,Moderate Defects,Significant Defects,26.67,3.2
1703,16,0.01,Minor Defects,Moderate Defects,27.92,5
1704,45,0.84,Serious Defects,Serious Defects,51.75,1.6
1705,15,0.01,Minor Defects,Moderate Defects,47.94,4.4
1706,40,0.53,Serious Defects,Serious Defects,38.16,1.2
1707,43,0.71,Serious Defects,Serious Defects,33.23,1.6
1708,35,0.29,Significant Defects,Serious Defects,35.24,2.5
1709,44,0.79,Serious Defects,Serious Defects,55,1.6
1710,30,0.14,Significant Defects,Significant Defects,26.44,2.2
1711,46,0.97,Serious Defects,Serious Defects,49.9,0.2
1712,46,0.91,Serious Defects,Serious Defects,41.47,0.7
1713,46,0.99,Serious Defects,Serious Defects,39.39,0.7
1714,39,0.43,Serious Defects,Serious Defects,34.14,1.9
1715,16,0.01,Minor Defects,Moderate Defects,22.03,4.3
1716,30,0.13,Significant Defects,Significant Defects,55.92,2.9
1717,22,0.04,Moderate Defects,Significant Defects,40.66,3.6
1718,42,0.66,Serious Defects,Serious Defects,42.55,1.5
1719,43,0.69,Serious Defects,Serious Defects,19.63,1.7
1720,40,0.53,Serious Defects,Serious Defects,19.13,1.5
1721,21,0.03,Moderate Defects,Moderate Defects,23.43,3.1
1722,21,0.03,Moderate Defects,Moderate Defects,45.75,3.4
1723,32,0.19,Significant Defects,Serious Defects,54.04,2.2
1724,19,0.02,Moderate Defects,Moderate Defects,31.76,3.3
1725,17,0.01,Moderate Defects,Moderate Defects,34.26,3.1
1726,21,0.03,Moderate Defects,Moderate Defects,51.45,3.8
1727,22,0.04,Moderate Defects,Significant Defects,27.82,3.8
1728,36,0.32,Serious Defects,Serious Defects,19.51,2.9
1729,16,0.01,Minor Defects,Moderate Defects,43.41,4.4
1730,46,1,Serious Defects,Serious Defects,25.42,0.7
1731,36,0.32,Significant Defects,Serious Defects,30.89,2.4
1732,46,0.98,Serious Defects,Serious Defects,33.98,0.2
1733,15,0.01,Minor Defects,Moderate Defects,44.79,4.9
1734,46,0.92,Serious Defects,Serious Defects,41.8,0.8
1735,43,0.67,Serious Defects,Serious Defects,38.96,1.5
1736,24,0.05,Moderate Defects,Significant Defects,32.42,3.6
1737,41,0.54,Serious Defects,Serious Defects,20.4,1.8
1738,45,0.89,Serious Defects,Serious Defects,28.53,0.3
1739,15,0.01,Minor Defects,Moderate Defects,42.19,4.5
1740,37,0.37,Significant Defects,Serious Defects,25.38,2.5
1741,46,0.97,Serious Defects,Serious Defects,22.56,0.9
1742,34,0.24,Significant Defects,Serious Defects,35.08,2.6
1743,15,0.01,Minor Defects,Moderate Defects,32.33,4.9
1744,23,0.04,Moderate Defects,Moderate Defects,43.55,4
1745,15,0.01,Minor Defects,Moderate Defects,55.31,5
1746,46,0.99,Serious Defects,Serious Defects,18.55,0.8
1747,26,0.08,Significant Defects,Significant Defects,36.96,3.1
1748,38,0.42,Serious Defects,Serious Defects,23.44,1.6
1749,46,0.94,Serious Defects,Serious Defects,18.63,0.4
1750,39,0.45,Significant Defects,Serious Defects,38.34,3
1751,35,0.28,Significant Defects,Serious Defects,44.18,2.8
1752,18,0.01,Moderate Defects,Moderate Defects,44.67,3.4
1753,45,0.83,Serious Defects,Serious Defects,43.62,1.9
1754,27,0.09,Moderate Defects,Significant Defects,48.07,3.3
1755,43,0.75,Serious Defects,Serious Defects,55.45,1.2
1756,30,0.14,Significant Defects,Significant Defects,19.43,2.3
1757,43,0.67,Serious Defects,Serious Defects,22.48,1.7
1758,16,0.01,Moderate Defects,Moderate Defects,34.5,4
1759,30,0.14,Significant Defects,Significant Defects,36.04,2.3
1760,15,0.01,Minor Defects,Moderate Defects,43.07,5
1761,40,0.5,Serious Defects,Serious Defects,40.51,1.7
1762,32,0.19,Significant Defects,Serious Defects,55.42,2.9
1763,19,0.02,Moderate Defects,Moderate Defects,18.23,3.2
1764,21,0.03,Moderate Defects,Moderate Defects,21.28,3.7
1765,15,0.01,Minor Defects,Moderate Defects,54.23,4.4
1766,22,0.04,Moderate Defects,Significant Defects,40.88,3.3
1767,15,0.01,Minor Defects,Moderate Defects,50.21,4.5
1768,32,0.19,Significant Defects,Significant Defects,38.18,2.2
1769,16,0.01,Minor Defects,Moderate Defects,21.8,4.1
1770,21,0.03,Moderate Defects,Moderate Defects,31.43,3.7
1771,25,0.06,Moderate Defects,Significant Defects,34.78,3.6
1772,46,0.95,Serious Defects,Serious Defects,36.57,0.1
1773,46,0.93,Serious Defects,Serious Defects,43.63,0.2
1774,41,0.58,Serious Defects,Serious Defects,33.12,1.9
1775,46,0.99,Serious Defects,Serious Defects,40.75,0.1
1776,45,0.9,Serious Defects,Serious Defects,33.22,0.1
1777,25,0.06,Moderate Defects,Significant Defects,32.67,4
1778,31,0.16,Significant Defects,Significant Defects,28.37,3
1779,45,0.91,Serious Defects,Serious Defects,53.84,0.3
1780,46,0.93,Serious Defects,Serious Defects,48.55,0.4
1781,44,0.76,Serious Defects,Serious Defects,55.91,1.8
1782,15,0.01,Minor Defects,Moderate Defects,50.21,4.4
1783,28,0.1,Significant Defects,Significant Defects,41.91,3.7
1784,35,0.27,Significant Defects,Serious Defects,32.26,2.2
1785,27,0.09,Moderate Defects,Significant Defects,22.55,3.4
1786,15,0.01,Minor Defects,Moderate Defects,36.77,4.2
1787,46,0.95,Serious Defects,Serious Defects,44.85,0.2
1788,45,0.86,Serious Defects,Serious Defects,51.38,1.9
1789,45,0.87,Serious Defects,Serious Defects,25.52,1.4
1790,16,0.01,Minor Defects,Moderate Defects,52.48,5
1791,32,0.19,Significant Defects,Serious Defects,30.97,2.8
1792,15,0.01,Minor Defects,Moderate Defects,38.54,4.7
1793,26,0.08,Significant Defects,Significant Defects,34.74,3.9
1794,35,0.29,Significant Defects,Serious Defects,24.55,2.2
1795,46,0.94,Serious Defects,Serious Defects,41.57,1
1796,15,0.01,Minor Defects,Moderate Defects,52.96,4.1
1797,24,0.05,Moderate Defects,Significant Defects,45.84,4
1798,16,0.01,Minor Defects,Moderate Defects,53.24,4.8
1799,15,0.01,Minor Defects,Moderate Defects,40.29,4.6
1800,37,0.38,Significant Defects,Serious Defects,35.51,2.5
1801,42,0.64,Serious Defects,Serious Defects,34.1,1.7
1802,46,0.97,Serious Defects,Serious Defects,23.32,0.8
1803,44,0.79,Serious Defects,Serious Defects,41.4,1.1
1804,46,0.92,Serious Defects,Serious Defects,51.2,0.1
1805,37,0.36,Significant Defects,Serious Defects,33.91,2.8
1806,46,0.99,Serious Defects,Serious Defects,18.24,0.6
1807,32,0.18,Significant Defects,Serious Defects,47.58,2.1
1808,33,0.22,Significant Defects,Serious Defects,35.61,2.3
1809,15,0.01,Minor Defects,Moderate Defects,31.78,4.8
1810,45,0.89,Serious Defects,Serious Defects,49.66,1
1811,46,0.95,Serious Defects,Serious Defects,41.99,0.1
1812,46,0.93,Serious Defects,Serious Defects,53.47,0.8
1813,24,0.05,Moderate Defects,Significant Defects,20.72,3.9
1814,25,0.06,Moderate Defects,Significant Defects,20.06,3.4
1815,17,0.01,Moderate Defects,Moderate Defects,25.47,3.6
1816,35,0.3,Significant Defects,Serious Defects,29.36,2.6
1817,40,0.51,Serious Defects,Serious Defects,39.21,1.1
1818,15,0.01,Minor Defects,Moderate Defects,23.52,4.6
1819,33,0.22,Significant Defects,Serious Defects,50.53,2.6
1820,15,0.01,Minor Defects,Moderate Defects,41.31,4.3
1821,42,0.64,Serious Defects,Serious Defects,19.53,1.7
1822,46,0.98,Serious Defects,Serious Defects,50.04,0.7
1823,26,0.07,Significant Defects,Significant Defects,21.47,3.2
1824,15,0.01,Minor Defects,Moderate Defects,33.72,4.5
1825,34,0.24,Significant Defects,Serious Defects,22.56,2.4
1826,40,0.52,Serious Defects,Serious Defects,53.85,1.1
1827,39,0.46,Serious Defects,Serious Defects,32.3,1.7
